tick,agent-type,activity,bite-stat,patch-landuse
0,adult,2,false,61
0,child,3,false,60
0,adult,2,false,60
0,adult,2,false,62
0,adult,1,false,60
0,adult,2,false,61
0,senior,3,false,60
0,child,2,false,60
0,child,1,false,62
0,adult,2,false,61
0,adult,2,false,60
0,senior,2,false,62
0,adult,3,false,60
0,adult,3,false,60
0,adult,1,false,60
0,adult,2,false,60
0,adult,2,false,60
0,senior,3,false,60
0,senior,2,false,60
0,adult,1,false,62
0,adult,2,false,61
0,adult,1,false,60
0,senior,1,false,60
0,adult,2,false,62
0,adult,3,false,62
0,adult,3,false,62
0,adult,1,false,60
0,adult,1,false,62
0,adult,2,false,62
0,adult,2,false,62
0,senior,1,false,62
0,child,3,false,62
0,senior,2,false,62
0,adult,2,false,62
0,adult,1,false,60
0,adult,3,false,60
0,adult,1,false,60
0,adult,2,false,62
0,adult,1,false,62
0,senior,1,false,62
0,adult,1,false,62
0,adult,3,false,62
0,adult,3,false,62
0,senior,2,false,62
0,child,3,false,60
0,adult,1,false,60
0,senior,3,false,62
0,adult,1,false,62
0,adult,2,false,62
0,adult,2,false,60
0,adult,3,false,60
0,adult,2,false,62
0,senior,2,false,60
0,adult,3,false,62
0,senior,2,false,62
0,adult,2,false,60
0,adult,1,false,60
0,adult,3,false,62
0,child,3,false,60
0,adult,3,false,60
0,child,1,false,62
0,senior,2,false,62
0,adult,3,false,60
0,senior,3,false,60
0,adult,3,false,62
0,senior,2,false,61
0,adult,2,false,61
0,adult,3,false,62
0,senior,1,false,62
0,senior,1,false,60
0,adult,1,false,62
0,adult,3,false,62
0,senior,1,false,60
0,adult,3,false,60
0,child,2,false,62
0,child,3,false,62
0,adult,3,false,60
0,adult,1,false,62
0,adult,3,false,60
0,child,1,false,62
0,adult,1,false,62
0,senior,2,false,60
0,adult,3,false,62
0,adult,2,false,60
0,adult,1,false,60
0,adult,1,false,62
0,senior,3,false,60
0,adult,2,false,62
0,adult,2,false,62
0,adult,1,false,62
1,adult,2,false,60
1,adult,1,false,62
1,senior,1,false,62
1,child,2,false,62
1,adult,3,false,62
1,adult,3,false,60
1,adult,2,false,62
1,senior,3,false,62
1,adult,2,false,60
1,adult,1,false,60
1,adult,1,false,60
1,adult,1,false,62
1,adult,1,false,62
1,adult,1,false,62
1,child,2,false,62
1,adult,2,false,60
1,adult,3,false,62
1,senior,3,false,62
1,child,1,true,60
1,adult,3,false,62
1,senior,3,false,60
1,child,3,false,62
1,senior,2,false,62
1,senior,3,false,62
1,adult,3,false,60
1,adult,2,false,60
1,adult,1,false,60
1,adult,2,false,62
1,adult,1,false,62
1,senior,1,false,62
1,adult,3,false,60
1,adult,2,false,60
1,adult,1,false,62
1,adult,2,false,62
1,adult,3,true,60
1,senior,2,false,60
1,adult,1,false,62
1,child,1,false,62
1,adult,3,false,60
1,adult,1,false,62
1,adult,2,false,62
1,adult,3,false,62
1,adult,2,false,62
1,adult,2,false,62
1,adult,3,false,62
1,child,2,false,62
1,adult,1,false,62
1,adult,3,false,60
1,adult,1,false,60
1,adult,3,false,62
1,adult,2,false,60
1,adult,1,false,60
1,adult,3,false,62
1,adult,1,false,60
1,adult,2,false,60
1,senior,1,false,62
1,adult,2,false,60
1,adult,3,true,62
1,child,3,false,60
1,senior,2,false,60
1,senior,2,false,60
1,senior,3,false,60
1,senior,3,true,60
1,adult,1,false,60
1,child,1,false,60
1,adult,3,false,62
1,adult,2,false,60
1,adult,3,false,60
1,senior,1,false,62
1,adult,1,false,62
1,senior,3,false,60
1,adult,3,false,62
1,child,2,false,62
1,adult,1,false,60
1,senior,3,true,62
1,senior,2,false,62
1,senior,2,false,60
1,senior,2,false,60
1,adult,2,false,60
1,adult,1,false,60
1,adult,2,false,61
1,adult,3,false,62
1,senior,2,false,60
1,adult,3,true,62
1,adult,2,false,62
1,adult,1,false,62
1,adult,2,false,62
1,adult,2,false,60
1,adult,3,false,62
1,child,1,false,62
2,adult,2,false,60
2,adult,1,false,62
2,child,1,true,60
2,senior,2,false,62
2,child,2,false,60
2,adult,2,false,62
2,senior,1,false,62
2,adult,1,false,60
2,senior,1,false,62
2,adult,1,false,60
2,adult,2,false,62
2,adult,2,true,62
2,adult,2,true,60
2,senior,3,false,62
2,adult,1,false,62
2,adult,3,false,62
2,senior,2,false,60
2,adult,3,false,60
2,adult,1,false,62
2,child,3,false,62
2,adult,3,true,62
2,adult,2,false,60
2,adult,2,false,62
2,adult,1,false,62
2,adult,3,false,62
2,adult,2,false,61
2,adult,2,false,62
2,senior,1,false,60
2,senior,1,false,60
2,senior,1,false,62
2,senior,2,true,62
2,senior,3,false,62
2,adult,3,false,62
2,adult,3,false,60
2,adult,1,false,60
2,senior,3,false,60
2,adult,2,false,62
2,child,1,false,60
2,adult,1,false,60
2,adult,1,false,60
2,senior,1,false,62
2,child,2,false,62
2,adult,3,false,62
2,senior,1,false,62
2,adult,2,false,60
2,adult,1,false,62
2,adult,2,false,60
2,adult,2,true,60
2,adult,1,false,60
2,adult,1,false,60
2,adult,3,false,62
2,adult,1,false,62
2,adult,3,false,62
2,senior,2,false,61
2,senior,3,false,62
2,child,3,false,60
2,adult,2,false,60
2,adult,2,false,62
2,child,1,false,62
2,adult,3,false,60
2,adult,3,false,62
2,senior,2,false,60
2,adult,3,false,62
2,adult,2,false,62
2,adult,2,false,60
2,adult,1,false,60
2,adult,2,false,62
2,child,2,false,62
2,senior,1,false,60
2,adult,1,false,60
2,adult,3,false,62
2,senior,1,false,62
2,adult,1,false,62
2,adult,3,true,62
2,adult,3,false,62
2,adult,3,false,62
2,senior,2,false,61
2,adult,3,false,62
2,adult,3,false,60
2,adult,1,false,62
2,adult,1,false,60
2,senior,2,false,62
2,adult,2,false,60
2,adult,2,false,62
2,child,2,false,61
2,adult,2,false,60
2,adult,2,false,62
2,adult,3,false,62
2,adult,2,false,60
2,child,2,false,62
3,senior,4,false,20
3,adult,4,false,20
3,child,4,false,20
3,senior,4,false,20
3,adult,4,false,20
3,adult,4,false,20
3,adult,4,false,20
3,adult,4,true,20
3,senior,4,false,20
3,child,4,false,20
3,adult,4,false,20
3,adult,4,false,20
3,adult,4,false,20
3,adult,4,false,20
3,senior,4,false,20
3,senior,4,false,20
3,adult,4,false,20
3,senior,4,false,20
3,adult,4,false,20
3,adult,4,false,20
3,senior,4,false,20
3,adult,4,false,20
3,senior,4,false,20
3,adult,4,false,20
3,senior,4,false,20
3,senior,4,false,20
3,adult,4,false,20
3,child,4,false,20
3,adult,4,false,20
3,adult,4,false,20
3,adult,4,false,20
3,adult,4,true,20
3,adult,4,false,20
3,adult,4,false,20
3,adult,4,false,20
3,adult,4,false,20
3,adult,4,false,20
3,adult,4,false,20
3,senior,4,false,20
3,adult,4,false,20
3,adult,4,false,20
3,adult,4,false,20
3,child,4,false,20
3,adult,4,false,20
3,adult,4,false,20
3,adult,4,false,20
3,adult,4,false,20
3,adult,4,false,20
3,adult,4,false,20
3,adult,4,false,20
3,senior,4,false,20
3,adult,4,false,20
3,senior,4,false,20
3,senior,4,false,20
3,child,4,false,20
3,adult,4,false,20
3,adult,4,false,20
3,adult,4,false,20
3,child,4,false,20
3,adult,4,false,20
3,child,4,false,20
3,senior,4,false,20
3,senior,4,false,20
3,adult,4,false,20
3,senior,4,false,20
3,adult,4,false,20
3,adult,4,false,20
3,adult,4,true,20
3,adult,4,false,20
3,child,4,false,20
3,adult,4,true,20
3,adult,4,false,20
3,adult,4,false,20
3,adult,4,false,20
3,adult,4,false,20
3,adult,4,false,20
3,adult,4,false,20
3,adult,4,false,20
3,senior,4,false,20
3,adult,4,false,20
3,adult,4,false,20
3,adult,4,false,20
3,child,4,false,20
3,adult,4,false,20
3,child,4,false,20
3,adult,4,false,20
3,senior,4,false,20
3,senior,4,false,20
3,adult,4,false,20
3,adult,4,false,20
4,adult,4,false,20
4,senior,4,false,20
4,child,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,senior,4,false,20
4,adult,4,false,20
4,senior,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,child,4,false,20
4,adult,4,false,20
4,child,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,senior,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,senior,4,false,20
4,child,4,false,20
4,child,4,false,20
4,senior,4,false,20
4,senior,4,false,20
4,adult,4,false,20
4,senior,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,senior,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,child,4,false,20
4,adult,4,false,20
4,senior,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,child,4,false,20
4,senior,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,senior,4,false,20
4,adult,4,false,20
4,senior,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,senior,4,false,20
4,senior,4,false,20
4,senior,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,senior,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,senior,4,false,20
4,senior,4,false,20
4,senior,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,child,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,adult,4,false,20
4,child,4,false,20
4,adult,4,false,20
4,child,4,false,20
4,adult,4,false,20
5,adult,4,false,20
5,senior,2,false,60
5,adult,4,false,20
5,senior,2,false,60
5,adult,4,false,20
5,senior,3,false,60
5,adult,4,false,20
5,adult,4,false,20
5,adult,4,false,20
5,adult,4,false,20
5,adult,4,false,20
5,adult,4,false,20
5,adult,4,false,20
5,adult,4,false,20
5,adult,4,false,20
5,adult,4,false,20
5,senior,2,false,60
5,senior,3,false,62
5,adult,4,false,20
5,child,1,false,62
5,adult,4,false,20
5,adult,4,false,20
5,senior,2,false,60
5,child,2,false,61
5,child,1,false,60
5,adult,4,false,20
5,adult,4,false,20
5,adult,4,false,20
5,adult,4,false,20
5,adult,4,false,20
5,senior,2,false,62
5,senior,3,false,60
5,senior,3,false,62
5,senior,3,false,62
5,adult,4,false,20
5,adult,4,false,20
5,adult,4,false,20
5,senior,1,false,60
5,adult,4,false,20
5,adult,4,false,20
5,adult,4,false,20
5,adult,4,false,20
5,adult,4,false,20
5,adult,4,false,20
5,adult,4,false,20
5,child,3,false,60
5,senior,3,false,62
5,adult,4,false,20
5,senior,3,false,60
5,adult,4,false,20
5,adult,4,false,20
5,adult,4,false,20
5,adult,4,false,20
5,adult,4,false,20
5,adult,4,false,20
5,adult,4,false,20
5,adult,4,false,20
5,child,1,false,62
5,adult,4,false,20
5,child,2,false,62
5,adult,4,false,20
5,child,2,false,60
5,adult,4,false,20
5,child,3,false,62
5,adult,4,false,20
5,adult,4,false,20
5,adult,4,false,20
5,adult,4,false,20
5,adult,4,false,20
5,adult,4,false,20
5,senior,2,false,62
5,senior,2,false,62
5,adult,4,false,20
5,adult,4,false,20
5,senior,1,false,62
5,adult,4,false,20
5,adult,4,false,20
5,adult,4,false,20
5,adult,4,false,20
5,adult,4,false,20
5,child,2,false,62
5,child,3,false,60
5,senior,3,false,60
5,adult,4,false,20
5,senior,1,false,60
5,senior,3,false,62
5,adult,4,false,20
5,adult,4,false,20
5,adult,4,false,20
5,senior,1,false,60
6,adult,1,false,62
6,senior,1,false,62
6,senior,3,false,62
6,adult,2,false,60
6,adult,3,false,60
6,adult,1,false,60
6,adult,3,false,62
6,senior,3,false,62
6,senior,2,false,61
6,senior,2,false,61
6,adult,3,false,60
6,senior,2,false,62
6,adult,1,false,60
6,adult,1,false,60
6,adult,1,false,62
6,adult,2,false,60
6,senior,1,false,62
6,adult,1,false,60
6,adult,3,false,62
6,adult,2,false,60
6,adult,3,false,60
6,adult,2,false,62
6,adult,1,false,62
6,adult,2,false,61
6,adult,2,false,60
6,adult,3,false,60
6,adult,3,false,62
6,senior,2,false,62
6,adult,2,false,61
6,adult,2,false,62
6,adult,3,false,62
6,senior,2,false,62
6,adult,2,false,62
6,child,1,false,62
6,adult,2,false,61
6,adult,3,false,62
6,child,1,false,60
6,child,3,false,62
6,adult,1,false,62
6,senior,2,false,60
6,adult,1,false,62
6,adult,3,false,62
6,adult,3,false,62
6,adult,3,false,62
6,adult,3,false,60
6,adult,2,false,60
6,adult,2,false,62
6,senior,2,false,62
6,adult,1,false,62
6,child,2,false,61
6,child,3,false,60
6,adult,2,false,60
6,senior,1,false,62
6,adult,3,false,62
6,adult,2,false,62
6,adult,3,false,62
6,senior,3,false,62
6,child,2,false,61
6,child,1,false,62
6,adult,1,false,60
6,senior,2,false,61
6,senior,1,false,62
6,senior,1,false,60
6,adult,2,false,60
6,adult,3,false,60
6,adult,2,false,60
6,adult,3,false,60
6,adult,3,false,62
6,adult,1,false,62
6,adult,2,false,60
6,adult,3,false,62
6,adult,2,false,60
6,adult,3,false,62
6,adult,2,false,62
6,senior,1,false,62
6,adult,1,false,60
6,adult,2,false,60
6,adult,2,false,62
6,senior,2,false,60
6,adult,2,false,61
6,adult,2,false,62
6,adult,1,false,62
6,child,2,false,60
6,adult,3,false,60
6,senior,3,false,60
6,child,1,false,60
6,senior,2,false,60
6,adult,3,false,62
6,adult,2,false,61
6,child,2,false,60
7,adult,3,false,60
7,adult,1,false,62
7,adult,3,false,60
7,senior,3,false,62
7,senior,3,false,62
7,adult,3,false,62
7,senior,2,false,62
7,adult,1,false,62
7,adult,3,false,60
7,child,3,false,62
7,adult,3,false,62
7,adult,3,false,62
7,adult,3,false,62
7,adult,3,false,62
7,adult,1,false,62
7,child,1,false,62
7,adult,2,false,62
7,adult,3,false,62
7,adult,3,false,60
7,adult,3,false,62
7,adult,2,false,60
7,child,3,false,60
7,adult,3,false,62
7,adult,2,false,62
7,adult,2,false,62
7,senior,3,false,62
7,adult,1,false,62
7,adult,3,false,62
7,adult,3,false,62
7,adult,1,false,60
7,child,2,false,62
7,adult,1,false,62
7,adult,2,false,60
7,senior,1,false,60
7,adult,1,false,62
7,adult,3,false,62
7,adult,2,false,60
7,senior,2,false,62
7,adult,3,false,60
7,senior,3,false,60
7,child,3,false,62
7,senior,2,false,62
7,adult,3,false,62
7,adult,1,false,62
7,senior,1,false,62
7,adult,3,false,62
7,adult,2,false,61
7,child,1,false,62
7,senior,2,false,60
7,senior,2,false,62
7,senior,3,false,62
7,adult,1,false,60
7,adult,3,false,62
7,adult,2,false,60
7,adult,3,false,60
7,adult,1,false,62
7,adult,2,false,62
7,adult,1,false,60
7,child,2,false,60
7,adult,3,false,60
7,adult,3,false,60
7,adult,3,false,62
7,senior,1,false,62
7,senior,2,false,62
7,adult,1,false,60
7,adult,1,false,62
7,adult,1,false,62
7,senior,1,false,60
7,adult,3,false,60
7,adult,1,false,62
7,adult,3,false,60
7,adult,3,false,60
7,senior,3,false,60
7,senior,2,false,60
7,senior,3,false,62
7,adult,1,false,60
7,child,2,false,60
7,adult,1,false,62
7,adult,3,false,60
7,adult,2,false,62
7,senior,3,false,60
7,child,3,false,60
7,adult,1,false,62
7,adult,3,false,60
7,senior,3,false,62
7,adult,1,false,62
7,adult,2,false,60
7,child,1,false,62
7,adult,1,false,62
7,adult,3,false,62
8,adult,4,false,20
8,adult,4,false,20
8,adult,4,false,20
8,adult,4,false,20
8,adult,4,false,20
8,adult,4,false,20
8,adult,4,false,20
8,senior,1,false,62
8,adult,4,false,20
8,adult,4,false,20
8,adult,4,false,20
8,senior,3,false,60
8,adult,4,false,20
8,adult,4,false,20
8,child,3,false,62
8,adult,4,false,20
8,adult,4,false,20
8,adult,4,false,20
8,adult,4,false,20
8,adult,4,false,20
8,child,3,false,62
8,child,2,false,62
8,adult,4,false,20
8,adult,4,false,20
8,senior,2,false,62
8,adult,4,false,20
8,senior,2,false,62
8,adult,4,false,20
8,adult,4,false,20
8,adult,4,false,20
8,senior,2,false,61
8,adult,4,false,20
8,senior,3,false,62
8,adult,4,false,20
8,adult,4,false,20
8,senior,3,false,60
8,child,3,false,62
8,child,3,false,60
8,child,2,false,62
8,adult,4,false,20
8,adult,4,false,20
8,senior,2,false,62
8,adult,4,false,20
8,adult,4,false,20
8,adult,4,false,20
8,child,3,false,62
8,senior,1,false,60
8,adult,4,false,20
8,adult,4,false,20
8,senior,2,false,62
8,senior,3,false,62
8,adult,4,false,20
8,senior,2,false,60
8,senior,1,false,62
8,adult,4,false,20
8,child,2,false,60
8,adult,4,false,20
8,adult,4,false,20
8,adult,4,false,20
8,adult,4,false,20
8,adult,4,false,20
8,adult,4,false,20
8,senior,2,false,60
8,adult,4,false,20
8,senior,3,false,60
8,adult,4,false,20
8,adult,4,false,20
8,adult,4,false,20
8,senior,3,false,62
8,adult,4,false,20
8,adult,4,false,20
8,senior,1,false,62
8,child,3,false,62
8,adult,4,false,20
8,senior,2,false,60
8,adult,4,false,20
8,adult,4,false,20
8,adult,4,false,20
8,adult,4,false,20
8,adult,4,false,20
8,adult,4,false,20
8,senior,1,false,60
8,child,3,false,62
8,adult,4,false,20
8,senior,2,false,60
8,adult,4,false,20
8,adult,4,false,20
8,adult,4,false,20
8,adult,4,false,20
8,adult,4,false,20
9,adult,4,false,20
9,child,3,false,62
9,adult,4,false,20
9,adult,4,false,20
9,adult,4,false,20
9,adult,4,false,20
9,adult,4,false,20
9,adult,4,false,20
9,senior,3,false,60
9,adult,4,false,20
9,senior,1,false,62
9,child,1,false,60
9,adult,4,false,20
9,adult,4,false,20
9,senior,3,false,60
9,senior,2,false,60
9,adult,4,false,20
9,senior,3,false,62
9,senior,1,false,62
9,adult,4,false,20
9,adult,4,false,20
9,adult,4,false,20
9,adult,4,false,20
9,adult,4,false,20
9,adult,4,false,20
9,adult,4,false,20
9,adult,4,false,20
9,adult,4,false,20
9,child,1,false,62
9,adult,4,false,20
9,adult,4,false,20
9,adult,4,false,20
9,senior,1,false,60
9,adult,4,false,20
9,adult,4,false,20
9,adult,4,false,20
9,senior,2,false,60
9,senior,2,false,60
9,adult,4,false,20
9,adult,4,false,20
9,child,3,false,60
9,adult,4,false,20
9,adult,4,false,20
9,child,1,false,62
9,adult,4,false,20
9,adult,4,false,20
9,senior,2,false,60
9,adult,4,false,20
9,adult,4,false,20
9,adult,4,false,20
9,adult,4,false,20
9,adult,4,false,20
9,adult,4,false,20
9,adult,4,false,20
9,adult,4,false,20
9,senior,3,false,60
9,adult,4,false,20
9,senior,2,false,60
9,adult,4,false,20
9,adult,4,false,20
9,adult,4,false,20
9,senior,1,false,62
9,adult,4,false,20
9,child,2,false,61
9,adult,4,false,20
9,senior,2,false,62
9,adult,4,false,20
9,adult,4,false,20
9,adult,4,false,20
9,child,2,false,60
9,senior,2,false,60
9,senior,2,false,62
9,senior,3,false,60
9,senior,1,false,62
9,adult,4,false,20
9,child,1,false,62
9,senior,2,false,62
9,adult,4,false,20
9,senior,1,false,62
9,adult,4,false,20
9,adult,4,false,20
9,adult,4,false,20
9,child,2,false,61
9,adult,4,false,20
9,adult,4,false,20
9,adult,4,false,20
9,adult,4,false,20
9,adult,4,false,20
9,adult,4,false,20
9,child,3,false,62
10,child,1,false,60
10,adult,4,false,20
10,child,1,false,60
10,senior,1,false,62
10,child,3,false,60
10,adult,4,false,20
10,senior,3,false,62
10,adult,4,false,20
10,adult,4,false,20
10,senior,1,false,60
10,adult,4,false,20
10,adult,4,false,20
10,child,3,false,60
10,adult,4,false,20
10,adult,4,false,20
10,adult,4,false,20
10,senior,3,false,60
10,senior,3,false,60
10,adult,4,false,20
10,adult,4,false,20
10,adult,4,false,20
10,child,1,false,60
10,senior,2,false,62
10,adult,4,false,20
10,adult,4,false,20
10,adult,4,false,20
10,adult,4,false,20
10,adult,4,false,20
10,adult,4,false,20
10,adult,4,false,20
10,adult,4,false,20
10,adult,4,false,20
10,senior,2,false,60
10,adult,4,false,20
10,adult,4,false,20
10,adult,4,false,20
10,adult,4,false,20
10,adult,4,false,20
10,adult,4,false,20
10,adult,4,false,20
10,senior,2,false,61
10,adult,4,false,20
10,adult,4,false,20
10,senior,3,false,60
10,adult,4,false,20
10,child,2,false,61
10,senior,3,false,62
10,adult,4,false,20
10,adult,4,false,20
10,adult,4,false,20
10,child,2,false,60
10,adult,4,false,20
10,adult,4,false,20
10,adult,4,false,20
10,senior,3,false,62
10,senior,2,false,60
10,child,2,false,62
10,adult,4,false,20
10,senior,2,false,60
10,child,2,false,60
10,senior,3,false,62
10,adult,4,false,20
10,adult,4,false,20
10,adult,4,false,20
10,adult,4,false,20
10,adult,4,false,20
10,senior,3,false,62
10,senior,2,false,61
10,senior,2,false,61
10,adult,4,false,20
10,senior,1,false,62
10,adult,4,false,20
10,senior,3,false,62
10,adult,4,false,20
10,adult,4,false,20
10,adult,4,false,20
10,adult,4,false,20
10,adult,4,false,20
10,adult,4,false,20
10,adult,4,false,20
10,adult,4,false,20
10,adult,4,false,20
10,senior,1,false,62
10,adult,4,false,20
10,adult,4,false,20
10,adult,4,false,20
10,child,2,false,60
10,adult,4,false,20
10,adult,4,false,20
10,adult,4,false,20
11,adult,1,false,62
11,child,1,false,62
11,child,3,false,62
11,senior,3,false,60
11,adult,1,false,62
11,senior,3,false,62
11,adult,1,false,60
11,senior,1,false,62
11,senior,1,false,60
11,adult,2,false,62
11,adult,1,false,60
11,senior,2,false,60
11,adult,1,false,60
11,adult,2,false,60
11,child,3,false,60
11,senior,3,false,62
11,adult,3,false,60
11,child,3,false,62
11,adult,2,false,62
11,senior,3,false,62
11,adult,1,false,60
11,child,2,false,62
11,child,3,false,62
11,child,1,false,62
11,adult,1,false,62
11,adult,1,false,62
11,senior,2,false,60
11,adult,2,false,60
11,adult,1,false,60
11,adult,1,false,62
11,adult,1,false,60
11,adult,2,false,62
11,adult,3,false,62
11,adult,1,false,60
11,adult,1,false,60
11,adult,1,false,60
11,adult,1,false,60
11,senior,2,false,61
11,adult,1,false,60
11,adult,3,false,60
11,adult,3,false,62
11,adult,2,false,60
11,adult,3,false,62
11,child,1,false,62
11,adult,1,false,60
11,adult,2,false,60
11,senior,2,false,62
11,adult,1,false,62
11,adult,1,false,62
11,senior,3,false,62
11,child,2,false,60
11,child,2,false,60
11,adult,1,false,62
11,senior,2,false,60
11,senior,1,false,60
11,adult,1,false,62
11,adult,1,false,62
11,senior,3,false,62
11,adult,1,false,62
11,adult,3,false,62
11,adult,1,false,62
11,senior,1,false,60
11,adult,3,false,60
11,adult,2,false,62
11,adult,3,false,62
11,adult,3,false,62
11,adult,2,false,61
11,senior,2,false,62
11,adult,1,false,60
11,senior,1,false,62
11,adult,3,false,62
11,adult,3,false,60
11,adult,2,false,62
11,adult,1,false,62
11,adult,2,false,61
11,adult,1,false,60
11,adult,2,false,60
11,adult,3,false,60
11,adult,3,false,62
11,adult,3,false,60
11,adult,3,false,62
11,adult,3,false,60
11,senior,1,false,62
11,adult,1,false,62
11,senior,1,false,62
11,adult,2,false,60
11,senior,3,false,62
11,adult,3,false,60
11,adult,1,false,62
11,adult,1,false,60
12,adult,3,false,60
12,adult,3,false,60
12,adult,1,false,60
12,adult,1,false,60
12,senior,3,false,62
12,adult,3,false,62
12,adult,2,false,60
12,adult,2,false,62
12,child,2,false,60
12,adult,3,false,60
12,adult,3,false,60
12,adult,3,false,62
12,adult,3,false,60
12,adult,3,false,62
12,adult,1,false,60
12,senior,2,false,60
12,child,1,false,62
12,adult,2,false,60
12,adult,3,false,60
12,adult,2,false,61
12,adult,3,false,62
12,adult,3,false,60
12,adult,2,false,61
12,adult,2,false,62
12,adult,1,false,60
12,adult,3,false,60
12,adult,2,false,60
12,adult,3,false,62
12,adult,3,false,62
12,senior,2,false,61
12,adult,1,false,60
12,adult,2,false,60
12,adult,1,false,62
12,senior,2,false,61
12,adult,2,false,62
12,adult,1,false,60
12,adult,1,false,60
12,adult,2,false,60
12,adult,1,false,62
12,child,3,false,62
12,adult,3,false,60
12,adult,2,false,62
12,senior,3,false,62
12,adult,1,false,60
12,senior,2,false,62
12,adult,3,false,62
12,child,1,false,62
12,senior,3,false,60
12,child,2,false,62
12,senior,1,false,60
12,adult,1,false,62
12,adult,2,false,60
12,child,1,false,60
12,adult,3,false,62
12,senior,3,false,62
12,child,1,false,62
12,adult,3,false,62
12,senior,1,false,60
12,senior,3,false,62
12,adult,2,false,60
12,adult,2,false,62
12,adult,2,false,61
12,child,2,false,62
12,senior,1,false,62
12,adult,2,false,60
12,adult,3,false,62
12,senior,3,false,62
12,senior,3,false,60
12,adult,1,false,62
12,adult,2,false,62
12,adult,2,false,60
12,adult,2,false,61
12,adult,3,false,62
12,adult,2,false,62
12,adult,2,false,60
12,adult,1,false,60
12,senior,2,false,60
12,child,3,false,62
12,adult,2,false,61
12,adult,1,false,60
12,adult,1,false,60
12,senior,3,false,62
12,senior,2,false,62
12,adult,1,false,62
12,senior,1,false,62
12,senior,1,false,60
12,child,3,false,60
12,senior,3,false,62
12,adult,2,false,62
12,adult,2,false,62
13,adult,4,false,20
13,senior,4,false,20
13,adult,4,false,20
13,child,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,senior,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,senior,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,senior,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,senior,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,senior,4,false,20
13,senior,4,false,20
13,adult,4,false,20
13,child,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,child,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,child,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,senior,4,false,20
13,adult,4,false,20
13,senior,4,false,20
13,senior,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,child,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,child,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,senior,4,false,20
13,child,4,false,20
13,senior,4,false,20
13,senior,4,false,20
13,adult,4,false,20
13,child,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,senior,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,senior,4,false,20
13,senior,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,senior,4,false,20
13,adult,4,false,20
13,child,4,false,20
13,child,4,false,20
13,senior,4,false,20
13,senior,4,false,20
13,senior,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,adult,4,false,20
13,adult,4,false,20
14,child,3,false,60
14,adult,1,false,62
14,adult,2,false,62
14,adult,2,false,60
14,child,3,false,62
14,senior,1,false,62
14,senior,3,false,60
14,child,3,false,62
14,child,2,false,62
14,adult,2,false,62
14,adult,3,false,60
14,senior,3,false,60
14,senior,1,false,62
14,senior,1,false,60
14,adult,1,false,60
14,senior,3,false,60
14,adult,2,false,62
14,adult,2,false,62
14,adult,1,false,62
14,senior,2,false,60
14,child,2,false,62
14,adult,2,false,62
14,adult,2,false,61
